"","OTU","Domain","Phylum","Class","Order","Family","Genus"
"16567","Otu16567","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"16568","Otu16568","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"16569","Otu16569","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"16570","Otu16570","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"16571","Otu16571","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"16572","Otu16572","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"16573","Otu16573","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16574","Otu16574","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovoracaceae_unclassified"
"16575","Otu16575","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16576","Otu16576","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"16577","Otu16577","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16578","Otu16578","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovoracaceae_unclassified"
"16579","Otu16579","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"16580","Otu16580","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"16581","Otu16581","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovoracaceae_unclassified"
"16582","Otu16582","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Vampirovibrio"
"16583","Otu16583","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"16584","Otu16584","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"16585","Otu16585","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azoarcus"
"16586","Otu16586","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"16587","Otu16587","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"16588","Otu16588","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azoarcus"
"16589","Otu16589","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"16590","Otu16590","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azoarcus"
"16591","Otu16591","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"16592","Otu16592","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azoarcus"
"16593","Otu16593","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"16594","Otu16594","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16595","Otu16595","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"16596","Otu16596","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"16597","Otu16597","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovoracaceae_unclassified"
"16598","Otu16598","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovoracaceae_unclassified"
"16599","Otu16599","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"16600","Otu16600","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovoracaceae_unclassified"
"16601","Otu16601","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16602","Otu16602","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"16603","Otu16603","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"16604","Otu16604","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16605","Otu16605","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16606","Otu16606","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"16607","Otu16607","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Vampirovibrio"
"16608","Otu16608","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16609","Otu16609","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16610","Otu16610","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"16611","Otu16611","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16612","Otu16612","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16613","Otu16613","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16614","Otu16614","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"16615","Otu16615","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16616","Otu16616","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"16617","Otu16617","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16618","Otu16618","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16619","Otu16619","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16620","Otu16620","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"16621","Otu16621","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"16622","Otu16622","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_III"
"16623","Otu16623","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"16624","Otu16624","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"16625","Otu16625","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto"
"16626","Otu16626","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16627","Otu16627","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16628","Otu16628","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16629","Otu16629","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16630","Otu16630","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16631","Otu16631","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Peptococcaceae_1_unclassified"
"16632","Otu16632","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azoarcus"
"16633","Otu16633","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Propionivibrio"
"16634","Otu16634","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Propionivibrio"
"16635","Otu16635","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"16636","Otu16636","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"16637","Otu16637","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"16638","Otu16638","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"16639","Otu16639","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"16640","Otu16640","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16641","Otu16641","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"16642","Otu16642","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16643","Otu16643","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"16644","Otu16644","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"16645","Otu16645","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16646","Otu16646","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"16647","Otu16647","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"16648","Otu16648","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"16649","Otu16649","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"16650","Otu16650","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomicrobium"
"16651","Otu16651","Bacteria","WS3","WS3_class_incertae_sedis","WS3_order_incertae_sedis","WS3_family_incertae_sedis","WS3_genus_incertae_sedis"
"16652","Otu16652","Bacteria","WS3","WS3_class_incertae_sedis","WS3_order_incertae_sedis","WS3_family_incertae_sedis","WS3_genus_incertae_sedis"
"16653","Otu16653","Bacteria","BRC1","BRC1_class_incertae_sedis","BRC1_order_incertae_sedis","BRC1_family_incertae_sedis","BRC1_genera_incertae_sedis"
"16654","Otu16654","Bacteria","BRC1","BRC1_class_incertae_sedis","BRC1_order_incertae_sedis","BRC1_family_incertae_sedis","BRC1_genera_incertae_sedis"
"16655","Otu16655","Bacteria","Bacteroidetes","Bacteroidetes_incertae_sedis_class_incertae_sedis","Bacteroidetes_incertae_sedis_order_incertae_sedis","Bacteroidetes_incertae_sedis_family_incertae_sedis","Ohtaekwangia"
"16656","Otu16656","Bacteria","Bacteroidetes","Bacteroidetes_incertae_sedis_class_incertae_sedis","Bacteroidetes_incertae_sedis_order_incertae_sedis","Bacteroidetes_incertae_sedis_family_incertae_sedis","Ohtaekwangia"
"16657","Otu16657","Bacteria","Bacteroidetes","Bacteroidetes_incertae_sedis_class_incertae_sedis","Bacteroidetes_incertae_sedis_order_incertae_sedis","Bacteroidetes_incertae_sedis_family_incertae_sedis","Ohtaekwangia"
"16658","Otu16658","Bacteria","Bacteroidetes","Bacteroidetes_incertae_sedis_class_incertae_sedis","Bacteroidetes_incertae_sedis_order_incertae_sedis","Bacteroidetes_incertae_sedis_family_incertae_sedis","Ohtaekwangia"
"16659","Otu16659","Bacteria","Bacteroidetes","Bacteroidetes_incertae_sedis_class_incertae_sedis","Bacteroidetes_incertae_sedis_order_incertae_sedis","Bacteroidetes_incertae_sedis_family_incertae_sedis","Ohtaekwangia"
"16660","Otu16660","Bacteria","WS3","WS3_class_incertae_sedis","WS3_order_incertae_sedis","WS3_family_incertae_sedis","WS3_genus_incertae_sedis"
"16661","Otu16661","Bacteria","Acidobacteria","Acidobacteria_Gp3","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified"
"16662","Otu16662","Bacteria","Acidobacteria","Acidobacteria_Gp3","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified"
"16663","Otu16663","Bacteria","Acidobacteria","Acidobacteria_Gp3","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified"
"16664","Otu16664","Bacteria","Acidobacteria","Acidobacteria_Gp3","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified"
"16665","Otu16665","Bacteria","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"16666","Otu16666","Bacteria","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"16667","Otu16667","Bacteria","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"16668","Otu16668","Bacteria","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"16669","Otu16669","Bacteria","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"16670","Otu16670","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"16671","Otu16671","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira"
"16672","Otu16672","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
"16673","Otu16673","Bacteria","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"16674","Otu16674","Bacteria","Acidobacteria","Acidobacteria_Gp15","Acidobacteria_Gp15_order_incertae_sedis","Acidobacteria_Gp15_family_incertae_sedis","Gp15"
"16675","Otu16675","Bacteria","Acidobacteria","Acidobacteria_Gp18","Acidobacteria_Gp18_order_incertae_sedis","Acidobacteria_Gp18_family_incertae_sedis","Gp18"
"16676","Otu16676","Bacteria","Firmicutes","Clostridia","Natranaerobiales","Natranaerobiaceae","Dethiobacter"
"16677","Otu16677","Bacteria","Tenericutes","Mollicutes","Mollicutes_unclassified","Mollicutes_unclassified","Mollicutes_unclassified"
"16678","Otu16678","Bacteria","Acidobacteria","Acidobacteria_Gp17","Acidobacteria_Gp17_order_incertae_sedis","Acidobacteria_Gp17_family_incertae_sedis","Gp17"
"16679","Otu16679","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"16680","Otu16680","Bacteria","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"16681","Otu16681","Bacteria","Acidobacteria","Acidobacteria_Gp22","Acidobacteria_Gp22_order_incertae_sedis","Acidobacteria_Gp22_family_incertae_sedis","Gp22"
"16682","Otu16682","Bacteria","Acidobacteria","Acidobacteria_Gp22","Acidobacteria_Gp22_order_incertae_sedis","Acidobacteria_Gp22_family_incertae_sedis","Gp22"
"16683","Otu16683","Bacteria","Acidobacteria","Acidobacteria_Gp22","Acidobacteria_Gp22_order_incertae_sedis","Acidobacteria_Gp22_family_incertae_sedis","Gp22"
"16684","Otu16684","Bacteria","Fusobacteria","Fusobacteria","Fusobacteriales","Fusobacteriaceae","Fusobacteriaceae_unclassified"
"16685","Otu16685","Bacteria","Fusobacteria","Fusobacteria","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified"
"16686","Otu16686","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacteraceae_unclassified"
"16687","Otu16687","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacteraceae_unclassified"
"16688","Otu16688","Bacteria","Chloroflexi","Chloroflexi","Chloroflexales","Chloroflexaceae","Chloroflexaceae_unclassified"
"16689","Otu16689","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"16690","Otu16690","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
